ano,mes,natureza,quantidade
2020,7,SERPENTE CORAL FALSA,9
2020,8,SERPENTE CORAL FALSA,7
2020,9,SERPENTE CORAL FALSA,8
2020,10,SERPENTE CORAL FALSA,3
2020,11,SERPENTE CORAL FALSA,7
2020,12,SERPENTE CORAL FALSA,7
2020,1,CÁGADO DE BARBICHA,2
2020,2,CÁGADO DE BARBICHA,2
2020,3,CÁGADO DE BARBICHA,3
2020,4,CÁGADO DE BARBICHA,2
2020,5,CÁGADO DE BARBICHA,2
2020,6,CÁGADO DE BARBICHA,1
2020,8,CÁGADO DE BARBICHA,5
2020,11,CÁGADO DE BARBICHA,3
2020,12,CÁGADO DE BARBICHA,2
2020,3,SERPENTE JARARACA VERDADEIRA,1
2020,4,SERPENTE JARARACA VERDADEIRA,3
2020,5,SERPENTE JARARACA VERDADEIRA,4
2020,7,SERPENTE JARARACA VERDADEIRA,4
2020,8,SERPENTE JARARACA VERDADEIRA,2
2020,10,SERPENTE JARARACA VERDADEIRA,1
2020,11,SERPENTE JARARACA VERDADEIRA,4
2020,12,SERPENTE JARARACA VERDADEIRA,5
2020,1,JABUTI,13
2020,2,JABUTI,11
2020,3,JABUTI,3
2020,4,JABUTI,1
2020,5,JABUTI,4
2020,7,JABUTI,4
2020,8,JABUTI,1
2020,9,JABUTI,2
2020,10,JABUTI,9
2020,11,JABUTI,2
2020,12,JABUTI,8
2020,1,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,2
2020,2,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,3
2020,3,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,2
2020,4,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,3
2020,5,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,3
2020,6,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,1
2020,7,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,1
2020,9,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,1
2020,10,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,1
2020,11,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,3
2020,12,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,3
2020,1,SERPENTE BOIPEBA,1
2020,2,SERPENTE BOIPEBA,2
2020,3,SERPENTE BOIPEBA,2
2020,6,SERPENTE BOIPEBA,2
2020,7,SERPENTE BOIPEBA,2
2020,8,SERPENTE BOIPEBA,3
2020,10,SERPENTE BOIPEBA,1
2020,11,SERPENTE BOIPEBA,2
2020,12,SERPENTE BOIPEBA,1
2020,2,SERPENTE CORAL VERDADEIRA,1
2020,3,SERPENTE CORAL VERDADEIRA,1
2020,4,SERPENTE CORAL VERDADEIRA,2
2020,5,SERPENTE CORAL VERDADEIRA,1
2020,7,SERPENTE CORAL VERDADEIRA,2
2020,8,SERPENTE CORAL VERDADEIRA,2
2020,10,SERPENTE CORAL VERDADEIRA,1
2020,11,SERPENTE CORAL VERDADEIRA,3
2020,12,SERPENTE CORAL VERDADEIRA,1
2020,3,SERPENTE COBRA DORMIDEIRA,3
2020,4,SERPENTE COBRA DORMIDEIRA,3
2020,5,SERPENTE COBRA DORMIDEIRA,2
2020,7,SERPENTE COBRA DORMIDEIRA,1
2020,10,SERPENTE COBRA DORMIDEIRA,3
2020,11,SERPENTE COBRA DORMIDEIRA,3
2020,1,CÁGADO COMUM,3
2020,2,CÁGADO COMUM,2
2020,4,CÁGADO COMUM,3
2020,5,CÁGADO COMUM,4
2020,6,CÁGADO COMUM,1
2020,7,CÁGADO COMUM,2
2020,11,CÁGADO COMUM,2
2020,12,CÁGADO COMUM,2
2020,8,SERPENTE COBRA-VERDE,1
2020,11,SERPENTE COBRA-VERDE,4
2020,1,SERPENTE CORN SNAKE (EXÓTICA),1
2020,3,SERPENTE CORN SNAKE (EXÓTICA),1
2020,7,SERPENTE CORN SNAKE (EXÓTICA),11
2020,9,SERPENTE CORN SNAKE (EXÓTICA),2
2020,10,SERPENTE CORN SNAKE (EXÓTICA),1
2020,11,SERPENTE CORN SNAKE (EXÓTICA),1
2020,12,SERPENTE CORN SNAKE (EXÓTICA),1
2020,2,TEIÚ,1
2020,3,TEIÚ,1
2020,4,TEIÚ,1
2020,9,TEIÚ,1
2020,10,TEIÚ,2
2020,4,CALANGO,1
2020,6,CALANGO,1
2020,3,IGUANA,1
2020,5,IGUANA,1
2020,6,IGUANA,1
2020,9,IGUANA,1
2020,5,SERPENTE CANINANA,1
2020,6,SERPENTE CANINANA,1
2020,8,SERPENTE COBRA D'ÁGUA,1
2020,11,SERPENTE COBRA D'ÁGUA,4
2020,1,SERPENTE JARARACA CRUZEIRA,2
2020,2,SERPENTE JARARACA CRUZEIRA,3
2020,3,SERPENTE JARARACA CRUZEIRA,3
2020,7,SERPENTE JARARACA CRUZEIRA,1
2020,9,SERPENTE JARARACA CRUZEIRA,1
2020,11,SERPENTE JARARACA CRUZEIRA,1
2020,2,SERPENTE MUÇURANA,1
2020,7,SERPENTE MUÇURANA,1
2020,10,SERPENTE MUÇURANA,2
2020,11,SERPENTE MUÇURANA,1
2020,7,GECO-LEOPARDO (EXÓTICO),1
2020,10,JACARÉ AÇU,1
2020,1,JACARETINGA,1
2020,2,JACARETINGA,2
2020,3,JACARETINGA,3
2020,4,JACARETINGA,2
2020,12,JACARETINGA,1
2020,9,SERPENTE COBRA CEGA / CECÍLIA,1
2020,11,SERPENTE COBRA CEGA / CECÍLIA,6
2020,12,SERPENTE COBRA CEGA / CECÍLIA,1
2020,7,SERPENTE COBRA-PAPAGAIO (EXÓTICA),1
2020,8,SERPENTE COBRA-PAPAGAIO (EXÓTICA),1
2020,1,SERPENTE JARARACUÇU,2
2020,6,SERPENTE JARARACUÇU,1
2020,7,SERPENTE JARARACUÇU,1
2020,7,SERPENTE KING SNAKE NIGRITOS (EXÓTICA),1
2020,7,SERPENTE PERIQUITAMBOIA,1
2020,8,SERPENTE PERIQUITAMBOIA,1
2020,1,TARTARUGA,1
2020,3,TARTARUGA,1
